138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,
                138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,
                138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,
                138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,38,138,
                138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,92,47,47,47,47,47,93,138,138,138,138,138,138,138,
                138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,92,4,0,0,0,0,0,44,138,138,138,138,138,138,138,
                138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,46,0,0,0,0,0,1,90,138,138,138,138,138,138,138,
                138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,91,45,45,45,45,45,90,156,138,138,138,138,138,138,138,
                138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,154,155,155,155,155,155,156,138,138,138,138,138,138,138,138,
                138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,
                138,138,138,138,138,138,138,138,138,92,47,47,93,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,
                138,138,138,138,138,138,138,138,138,91,136,136,90,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,
                138,138,138,138,138,138,138,138,16,154,155,155,156,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,
                138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,60,82,82,82,
                138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,60,82,82,82,
                138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,107,108,109,138,138,138,138,38,138,138,138,138,138,138,138,
                138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,129,130,131,138,138,138,138,138,138,138,138,138,138,138,138,
                138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,151,152,153,138,138,138,138,138,138,138,138,138,138,138,138,
                138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,173,174,175,138,138,138,138,138,20,138,138,138,138,138,138,
                138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,42,138,138,138,138,138,138,138,138,138,138,138,138,138,
                138,138,138,138,138,18,19,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,
                138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,
                138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,
                138,138,138,18,19,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,
                138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,20,138,138,138,138,138,138,138,138,138,138,138,
                138,138,138,138,138,138,138,138,138,138,138,20,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,
                138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,
                138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,
                138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,
                138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138,138
